Nº da ordem;Texto breve;Operação;Texto breve operação;Centro de trabalho;Centro de trabalho Reponsável;Código ABC;Condições da instalação;Nº do equipamento;Centro de trabalho;Local de instalação;Plano de manutenção;Status do Sistema Operação;Status do sistema;Status do usuário;Data-base do início;Data-base do fim;Início Programado;Fim Programado;Data de início real;Hora de início real;Data de fim real;Hora de fim real;Trabalho real;Trabalho da operação;Unidade de trabalho;Data de entrada;Data de referência;Tipo de ordem;Nº da nota;Tipo de nota;Centro;Data da nota;Hora da nota;Data de encerramento da nota;Hora de encerramento da nota;Data de início da avaria;Hora de início da avaria;Data de fim da avaria;Hora de fim da avaria;Duração da parada;Status da nota;Sintoma do dano;Texto breve do dano;Código da causa;Texto breve da causa;Texto longo da causa;Hora início cent.trab.;Hora fim cent.trab.;Capacidade cent.trab.;Tipo de Atividade de Manutenção;Denominação TAM;Custos Planejados;Custos Reais;Moeda;Nº conta do Razão;Centro de custo receptor;Grupo Códigos;Parte do objeto;Nome responsável controle técnico;Código medidas;Texto descritivo medidas;Código de ação;Texto descritivo ações;Texto breve nota;Texto Parte do objeto
4199817;Vazamento de gás na mangueira;10;* Vazamento de gás na mangueira * Tobias Roehrs de 02/01/2025 22:30 até 03/01/2025 00:30 * colocado emenda na mangueira e testado;LIDER_SL;LIDER_SL;F;;ASM150;;1000-FABSL-SOLSL;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;22:30:00;03/01/2025;00:30:00;2,000;0,0;H;02/01/2025;03/01/2025;PM03;10334560;M2;1000;02/01/2025;10:07:14;03/01/2025;16:39:57;02/01/2025;10:07:14;03/01/2025;00:30:00;14,38;MSEN MSIM ORDA;2032;VAZAMENTO;1077;VAZAMENTO;ZPM-GER 1077;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81240;;;;;;;;Vazamento de gás na mangueira;
4199818;punção baixo;10;* punção baixo * Ederson Amaral de 02/01/2025 11:00 até 02/01/2025 12:10 * sangrado e testado * Ederson Amaral de 02/01/2025 12:10 até 02/01/2025 12:15 * testado e liberado para o setor;LIDER_SL;LIDER_SL;F;;PHI026;;1000-FABSL-SLEST;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;11:00:00;02/01/2025;12:15:00;1,250;0,0;H;02/01/2025;02/01/2025;PM03;10334562;M2;1000;02/01/2025;10:43:36;02/01/2025;16:46:31;02/01/2025;10:43:36;02/01/2025;12:15:00;1,52;MSEN MSIM ORDA;2020;NÃO ESTAMPA;1016;DESAJUSTE MECÂNICO;ZPM-GER 1016;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;punção baixo;
4199821;alarme no rolamento magnético;10;* alarme no rolamento magnético * Ederson Amaral de 02/01/2025 13:20 até 02/01/2025 14:20 * reiniciado o equipamento, voltou a funcionar;LIDER_SL;LIDER_SL;A;;LAS005;LAS005;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;13:20:00;02/01/2025;14:20:00;1,000;0,0;H;02/01/2025;02/01/2025;PM03;10334565;M2;1000;02/01/2025;13:07:23;02/01/2025;16:41:44;02/01/2025;13:07:23;02/01/2025;14:20:00;1,21;MSEN MSIM ORDA;2002;ALARME;1015;DESAJUSTADA;alarme;07:00:00;16:28:00;7,11;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;alarme no rolamento magnético;
4199822;ANOMALIA PORTA EQUIPAMENTO;10;* ANOMALIA PORTA EQUIPAMENTO * Rogerio Scholten de 02/01/2025 16:05 até 02/01/2025 17:30 * Efetuado a colocação de um dos portão que os operadores tiraram do lugar no segundo turno do dia 30/12. * Falha de operação pois foi * forçado sem necessidade alguma o portão até que o mesmo saiu fora do seu curso normal.;LIDER_PI;LIDER_PI;F;;EST002;;1000-PINTU;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;16:05:00;02/01/2025;17:30:00;1,417;0,0;H;02/01/2025;03/01/2025;PM03;10334568;M2;1000;02/01/2025;13:33:20;03/01/2025;08:53:12;02/01/2025;13:33:20;02/01/2025;17:30:00;3,94;MSEN MSIM ORDA;2007;DESALINHADA(O);302;Falta de treinamento;ZPM-APF 302;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102903;PB2-81160;;;;;;;;ANOMALIA PORTA EQUIPAMENTO;
4199823;Alarme 6008;10;* Alarme 6008 * Claudiomiro Silva de 02/01/2025 14:15 até 02/01/2025 14:40 * Verificado equipamento , buscado o informações no manual , em andamento * Claudiomiro Silva de 03/01/2025 07:31 até 03/01/2025 11:05 * Encontrado enconder com sujeira de óleo, realizado limpeza no mesmo, montado novamente , testado equipamento junto operacional;LIDER_FA;LIDER_FA;E;;TOR037;TOR037;1000-FABCE-USINA;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;14:15:00;03/01/2025;11:05:00;3,984;0,0;H;02/01/2025;03/01/2025;PM03;10334569;M2;1000;02/01/2025;13:48:34;03/01/2025;11:08:34;02/01/2025;13:48:34;03/01/2025;11:05:00;21,27;MSEN MSIM ORDA;2002;ALARME;401;Falha no sistema elétrico;Sujeira d óleo no enconder;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81140;;;;;;;;Alarme 6008;
4199824;PVI025 QUILHOTINA DE MÁQUINA TRAVANDO;10;* PVI025 QUILHOTINA DE MÁQUINA TRAVANDO * Joao Mattos de 03/01/2025 15:35 até 03/01/2025 15:40 * Limpeza da régua;LIDER_FA;LIDER_FA;F;;PVI025;PVI025;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;03/01/2025;15:35:00;03/01/2025;15:40:00;0,083;0,0;H;02/01/2025;03/01/2025;PM03;10334580;M2;1000;02/01/2025;15:09:22;03/01/2025;15:42:09;02/01/2025;15:09:22;03/01/2025;15:40:00;24,51;MSEN MSIM ORDA;2019;NÃO ENTRAM EM OPERAÇÃO;401;Falha no sistema elétrico;ZPM-APM 401;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;PVI025 QUILHOTINA DE MÁQUINA TRAVANDO;
4199849;Vazamentop na mangueira;10;* Vazamentop na mangueira * Tobias Roehrs de 02/01/2025 21:30 até 02/01/2025 22:30 * trocado mangueira de água;LIDER_SL;LIDER_SL;F;;ELE003;;1000-EXPOR-FERRA;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;21:30:00;02/01/2025;22:30:00;1,000;0,0;H;02/01/2025;03/01/2025;PM03;10334585;M2;1000;02/01/2025;16:04:41;03/01/2025;16:37:03;02/01/2025;16:04:41;02/01/2025;22:30:00;6,42;MSEN MSIM ORDA;2009;DESGASTADO;1019;DESGASTE;desgaste;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-82330;;;;;;;;Vazamentop na mangueira;
4199852;alarme do eixo;10;* alarme do eixo * Tobias Roehrs de 02/01/2025 19:40 até 02/01/2025 20:30 * baixado mesa na válvula;LIDER_SL;LIDER_SL;A;;LAS005;LAS005;1000-FABSL-SLCOR;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;AGLE;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;19:40:00;02/01/2025;20:30:00;0,833;0,0;H;02/01/2025;03/01/2025;PM03;10334596;M2;1000;02/01/2025;19:42:49;03/01/2025;17:19:13;02/01/2025;19:42:49;02/01/2025;20:30:00;0,00;MSEN MSIM ORDA;2002;ALARME;1010;COLISÃO;mesa trancou devido a um cavaco;07:00:00;16:28:00;7,11;003;Reparação;0,00;0,00;;0031102902;PB2-81230;;;;;;;;alarme do eixo;
4199853;vazamento de oleo;10;* vazamento de oleo * Joao Mattos de 03/01/2025 07:40 até 03/01/2025 11:43 * Problema encontrado: Anéis de borracha estavam danificados. * Solução: Foi realizado a troca dos anéis e reposto óleo na unidade das * pinças.;LIDER_FA;LIDER_FA;F;;PVI019;PVI019;1000-FABCE-MLEST;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;03/01/2025;07:40:00;03/01/2025;11:43:00;4,050;0,0;H;03/01/2025;03/01/2025;PM03;10334599;M2;1000;02/01/2025;22:52:49;03/01/2025;11:45:44;02/01/2025;22:52:49;03/01/2025;10:50:00;11,95;MSEN MSIM ORDA;2010;VAZAMENTO;400;Falha no sistema hidráulico;Desgaste do Componente;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81430;;;;;;;;vazamento de oleo;
4199861;PORTA COM ERRO;10;* PORTA COM ERRO * Angelo Brust de 02/01/2025 17:00 até 02/01/2025 20:30 * girando alarme 13:26 alarme de segurança porém ao tentar movimentar o equipamento gerou o alarme do eixo JT 5 no sistema de * segurança não foi identificado nenhum problema. * Angelo Brust de 02/01/2025 22:00 até 02/01/2025 23:00 * após colocar o eixo jt5 em posição efeito zeramento do eixo sanou o alarme de segurança realizado o teste operacional equipamento * operando normalmente;LIDER_FA;LIDER_FA;A;;ROS006;ROS006;1000-FABCE-GRSOL;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;02/01/2025;02/01/2025;02/01/2025;02/01/2025;02/01/2025;17:00:00;02/01/2025;23:00:00;4,500;0,0;H;02/01/2025;03/01/2025;PM03;10334590;M2;1000;02/01/2025;17:03:52;03/01/2025;01:16:06;02/01/2025;17:03:52;02/01/2025;23:00:00;5,94;MSEN MSIM ORDA;2002;ALARME;1020;DESGASTE COMPONENTES;eixo jt5 defeituoso;07:00:00;16:28:00;7,20;003;Reparação;0,00;0,00;;0031102902;PB2-81340;;;;;;;;PORTA COM ERRO;
4199871;Tocha sem conduite;10;* Tocha sem conduite * Claudiomiro Silva de 03/01/2025 11:26 até 03/01/2025 11:35 * Montado conduíte no conjunto tocha;LIDER_FA;LIDER_FA;F;;ASM142;;1000-FABCE-TCSOL;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;03/01/2025;03/01/2025;03/01/2025;03/01/2025;03/01/2025;11:26:00;03/01/2025;11:35:00;0,150;0,0;H;03/01/2025;03/01/2025;PM03;10334603;M2;1000;03/01/2025;08:24:29;03/01/2025;11:36:02;03/01/2025;08:24:29;03/01/2025;11:35:00;3,18;MSEN MSIM ORDA;2009;DESGASTADO;1014;DEFORMAÇÃO;ZPM-GER 1014;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81540;;;;;;;;Tocha sem conduite;
4199872;BFP001 - Bomba não envia lodo para prens;10;* BFP001 - Bomba não envia lodo para prens * Ederson Amaral de 03/01/2025 14:00 até 03/01/2025 16:42 * realizado a troca do estator,quando foi testar teve um pequeno vazamento,será dado continuidade no segundo turno * Tobias Roehrs de 03/01/2025 16:15 até 03/01/2025 20:30 * eliminado vazamento no flange;LIDER_SL;LIDER_SL;B;;BFP001;;1000-TRATE;;CONF ENTE IMPR;ENTE CONF DMNV IMPA MOME NOLQ;EXEC;03/01/2025;03/01/2025;03/01/2025;03/01/2025;03/01/2025;14:00:00;03/01/2025;20:30:00;6,950;0,0;H;03/01/2025;06/01/2025;PM03;10334604;M2;1000;03/01/2025;08:25:26;06/01/2025;21:56:01;03/01/2025;08:25:26;03/01/2025;20:30:00;12,08;MSEN MSIM ORDA;2032;VAZAMENTO;1077;VAZAMENTO;ZPM-GER 1077;00:00:00;00:00:00;0,00;003;Reparação;0,00;740,04;;0031102902;PB2-63100;;;;;;;;BFP001 - Bomba não envia lodo para prens;
4199873;vazamento de oleo;10;* vazamento de oleo * Joao Mattos de 03/01/2025 11:45 até 03/01/2025 12:35 * Auxiliando Ricardo na atividade de manutenção. * Limpeza da parte superior/ em cima do equipamento que estava vazando óleo. * Joao Mattos de 03/01/2025 13:35 até 03/01/2025 13:58 * Realizando levantamento para Limpeza da parte superior do equipamento. * * Joao Mattos de 03/01/2025 15:20 até 03/01/2025 15:32 * No horário entre 11:45 as 12:35 foi realizado o reparo do equipamento. * Serviço realizado: Troca da mangueira que estava rompida.;LIDER_FA;LIDER_FA;F;;PVI029;PVI029;1000-FABCE-TCEST;;CONF ENTE IMPR;ENTE CNPA DMNV IMPA MOME NOLQ;AGMA;03/01/2025;03/01/2025;03/01/2025;03/01/2025;03/01/2025;11:45:00;03/01/2025;15:32:00;1,416;0,0;H;03/01/2025;09/01/2025;PM03;10334602;M2;1000;03/01/2025;08:22:36;03/01/2025;15:34:37;03/01/2025;08:22:36;03/01/2025;15:32:00;7,16;MSEN MSIM ORDA;2032;VAZAMENTO;400;Falha no sistema hidráulico;Desgaste do componente;07:00:00;16:28:00;5,50;003;Reparação;0,00;136,12;;0031102902;PB2-81530;;;;;;;;vazamento de oleo;
4199873;vazamento de oleo;20;Compra de mangueira;MANUTADM;LIDER_FA;F;;PVI029;PVI029;1000-FABCE-TCEST;;ENTE IMPR;ENTE CNPA DMNV IMPA MOME NOLQ;AGMA;03/01/2025;03/01/2025;03/01/2025;03/01/2025;;00:00:00;;00:00:00;0,000;0,0;H;03/01/2025;09/01/2025;PM03;10334602;M2;1000;03/01/2025;08:22:36;03/01/2025;15:34:37;03/01/2025;08:22:36;03/01/2025;15:32:00;7,16;MSEN MSIM ORDA;2032;VAZAMENTO;400;Falha no sistema hidráulico;Desgaste do componente;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81530;;;;;;;;vazamento de oleo;
4199875;Sensor de travamento da porta;10;* Sensor de travamento da porta * Marcos Selle de 03/01/2025 10:20 até 03/01/2025 12:15 * Equipamento está apresentando falha no sistema de segurança, chave de travamento da porta está atuando involuntariamente. após * análise foi identificado que o relé de controle zero velocidade da placa pode estar ocasionando este problema, equipamento ficará * bloqueado pois há risco de colisão. * Marcos Selle de 03/01/2025 13:20 até 03/01/2025 16:31 * Equipamento ficará bloqueado pois há risco de colisão. * Angelo Brust de 03/01/2025 16:30 até 03/01/2025 17:30 * estudado componentes que fazem o circuito de segurança e procurado por possível falha não encontrado até o momento * Angelo Brust de 04/01/2025 00:20 até 04/01/2025 01:20 * em andamento * Angelo Brust de 06/01/2025 16:10 até 06/01/2025 18:00 * trabalhando na inspeção do equipamento ainda não identificado nenhum defeito * Ricardo Roehrs de 07/01/2025 13:09 até 07/01/2025 16:32 * Analisando sistema de segurança, o qua está funcionando normalmente. Problema ocorre quando não e bem fechado a porta do torno. * orientado operador quanto a questão.;LIDER_FA;LIDER_FA;E;;TOR044;TOR044;1000-FABCE-USINA;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;03/01/2025;03/01/2025;03/01/2025;03/01/2025;03/01/2025;10:20:00;07/01/2025;16:32:00;12,316;0,0;H;03/01/2025;08/01/2025;PM03;10334606;M2;1000;03/01/2025;08:30:11;27/01/2025;22:48:36;03/01/2025;08:30:11;07/01/2025;16:32:00;0,00;MSEN MSIM ORDA;2032;CONDIÇÃO INSEGURA;306;Erro operacional;ZPM-APF 306;07:00:00;16:28:00;5,50;003;Reparação;0,00;0,00;;0031102902;PB2-81140;;;;;;;;Sensor de travamento da porta;
4199878;MOA003COM PROBLEMA;10;* MOA003COM PROBLEMA * Claudiomiro Silva de 03/01/2025 11:07 até 03/01/2025 11:25 * Erro operacional, registro de ar fechado;LIDER_FA;LIDER_FA;F;;MOA003;;1000-FABCE-MLMON;;CONF ENTE IMPR;ENTE CONF IMPR NOLQ SCDM;EXEC;03/01/2025;03/01/2025;03/01/2025;03/01/2025;03/01/2025;11:07:00;03/01/2025;11:25:00;0,300;0,0;H;03/01/2025;03/01/2025;PM03;10334607;M2;1000;03/01/2025;08:42:56;03/01/2025;11:25:37;03/01/2025;08:42:56;03/01/2025;11:25:00;2,70;MSEN MSIM ORDA;2017;NÃO ACIONA;306;Erro operacional;ZPM-APF 306;00:00:00;00:00:00;0,00;003;Reparação;0,00;0,00;;0031102902;PB2-81440;;;;;;;;MOA003COM PROBLEMA;
